user_id,score,model_name,gender,ethnicity,age,location
user7,61,gpt-4-1106-preview,Female,"{'self_described': 'prefer not to say', 'categorised': 'Prefer not to say', 'simplified': 'Prefer not to say'}",18-24 years old,US
user7,1,timdettmers/guanaco-33b-merged,Female,"{'self_described': 'prefer not to say', 'categorised': 'Prefer not to say', 'simplified': 'Prefer not to say'}",18-24 years old,US
user7,73,command-nightly,Female,"{'self_described': 'prefer not to say', 'categorised': 'Prefer not to say', 'simplified': 'Prefer not to say'}",18-24 years old,US
user7,58,meta-llama/Llama-2-13b-chat-hf,Female,"{'self_described': 'prefer not to say', 'categorised': 'Prefer not to say', 'simplified': 'Prefer not to say'}",18-24 years old,US
user7,60,command-light,Female,"{'self_described': 'prefer not to say', 'categorised': 'Prefer not to say', 'simplified': 'Prefer not to say'}",18-24 years old,US
user137,89,command-nightly,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,84,HuggingFaceH4/zephyr-7b-beta,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,1,google/flan-t5-xxl,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,1,luminous-extended-control,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,89,command-light,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,1,tiiuae/falcon-7b-instruct,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,96,meta-llama/Llama-2-7b-chat-hf,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,100,command,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,100,models/chat-bison-001,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,1,luminous-extended-control,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,50,models/chat-bison-001,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,1,meta-llama/Llama-2-13b-chat-hf,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,82,meta-llama/Llama-2-7b-chat-hf,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,13,claude-2,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,83,timdettmers/guanaco-33b-merged,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,50,models/chat-bison-001,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,100,HuggingFaceH4/zephyr-7b-beta,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,50,claude-2,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,100,command-nightly,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,72,gpt-3.5-turbo,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,86,claude-instant-1,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user137,50,google/flan-t5-xxl,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,85,meta-llama/Llama-2-7b-chat-hf,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,50,luminous-extended-control,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,22,timdettmers/guanaco-33b-merged,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,39,google/flan-t5-xxl,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,84,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,100,claude-2,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,54,google/flan-t5-xxl,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,79,tiiuae/falcon-7b-instruct,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,50,claude-instant-1,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,100,gpt-3.5-turbo,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,50,command-nightly,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,50,gpt-4-1106-preview,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,99,meta-llama/Llama-2-7b-chat-hf,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,23,tiiuae/falcon-7b-instruct,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,89,claude-2.1,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,78,command-light,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,71,gpt-4-1106-preview,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,92,claude-2.1,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,100,claude-instant-1,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,36,gpt-4,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,100,models/chat-bison-001,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,91,meta-llama/Llama-2-7b-chat-hf,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,8,google/flan-t5-xxl,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user405,82,tiiuae/falcon-7b-instruct,Male,"{'self_described': 'caucasian', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user555,69,claude-instant-1,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user555,38,mistralai/Mistral-7B-Instruct-v0.1,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user555,1,google/flan-t5-xxl,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user555,34,gpt-4-1106-preview,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user557,100,claude-2.1,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user557,100,models/chat-bison-001,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user557,100,meta-llama/Llama-2-70b-chat-hf,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user555,52,models/chat-bison-001,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user555,54,command-light,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user555,69,claude-instant-1,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user557,76,command-nightly,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user557,79,meta-llama/Llama-2-70b-chat-hf,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user557,76,gpt-3.5-turbo,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user557,62,gpt-4,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user555,63,claude-2.1,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user555,12,google/flan-t5-xxl,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user555,28,mistralai/Mistral-7B-Instruct-v0.1,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user555,58,tiiuae/falcon-7b-instruct,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user558,89,meta-llama/Llama-2-70b-chat-hf,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user558,60,command-nightly,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user558,71,gpt-3.5-turbo,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user558,26,claude-2,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user555,55,meta-llama/Llama-2-7b-chat-hf,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user555,65,command,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user557,49,gpt-3.5-turbo,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user557,97,gpt-4,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user557,82,claude-instant-1,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user557,50,luminous-supreme-control,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user555,35,luminous-supreme-control,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user555,47,gpt-3.5-turbo,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user555,61,HuggingFaceH4/zephyr-7b-beta,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user555,46,models/chat-bison-001,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user558,88,HuggingFaceH4/zephyr-7b-beta,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user558,33,tiiuae/falcon-7b-instruct,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user558,17,gpt-4,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user558,100,meta-llama/Llama-2-7b-chat-hf,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user555,66,HuggingFaceH4/zephyr-7b-beta,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user555,50,meta-llama/Llama-2-70b-chat-hf,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user555,53,gpt-4-1106-preview,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user555,53,command,Male,"{'self_described': 'puerto rican/italian', 'categorised': 'Mixed', 'simplified': 'Mixed'}",35-44 years old,US
user557,98,command,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user557,86,gpt-4,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user557,3,luminous-supreme-control,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user557,29,google/flan-t5-xxl,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user557,13,gpt-4-1106-preview,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user557,26,luminous-extended-control,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user557,18,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user576,48,claude-2,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user576,91,models/chat-bison-001,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user576,1,luminous-extended-control,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user558,95,HuggingFaceH4/zephyr-7b-beta,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user558,89,gpt-4,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user558,92,timdettmers/guanaco-33b-merged,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user558,92,meta-llama/Llama-2-7b-chat-hf,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user557,52,meta-llama/Llama-2-7b-chat-hf,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user557,66,claude-instant-1,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user557,88,timdettmers/guanaco-33b-merged,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user588,64,gpt-4-1106-preview,Prefer not to say,"{'self_described': 'half white half hispanic', 'categorised': 'Mixed', 'simplified': 'Mixed'}",25-34 years old,US
user588,35,command,Prefer not to say,"{'self_described': 'half white half hispanic', 'categorised': 'Mixed', 'simplified': 'Mixed'}",25-34 years old,US
user588,32,claude-2,Prefer not to say,"{'self_described': 'half white half hispanic', 'categorised': 'Mixed', 'simplified': 'Mixed'}",25-34 years old,US
user588,72,meta-llama/Llama-2-7b-chat-hf,Prefer not to say,"{'self_described': 'half white half hispanic', 'categorised': 'Mixed', 'simplified': 'Mixed'}",25-34 years old,US
user588,52,command,Prefer not to say,"{'self_described': 'half white half hispanic', 'categorised': 'Mixed', 'simplified': 'Mixed'}",25-34 years old,US
user588,67,command-nightly,Prefer not to say,"{'self_described': 'half white half hispanic', 'categorised': 'Mixed', 'simplified': 'Mixed'}",25-34 years old,US
user588,54,tiiuae/falcon-7b-instruct,Prefer not to say,"{'self_described': 'half white half hispanic', 'categorised': 'Mixed', 'simplified': 'Mixed'}",25-34 years old,US
user588,10,luminous-extended-control,Prefer not to say,"{'self_described': 'half white half hispanic', 'categorised': 'Mixed', 'simplified': 'Mixed'}",25-34 years old,US
user558,97,command-nightly,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user558,89,claude-2.1,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user558,28,google/flan-t5-xxl,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user558,97,command,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user558,69,claude-2,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user558,15,luminous-extended-control,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user558,94,meta-llama/Llama-2-70b-chat-hf,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user576,62,command,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user576,7,gpt-4,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user576,7,timdettmers/guanaco-33b-merged,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user576,50,claude-instant-1,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user558,87,meta-llama/Llama-2-70b-chat-hf,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user558,69,claude-2.1,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user558,91,gpt-4-1106-preview,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user558,91,gpt-4,Female,"{'self_described': 'latinx', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",35-44 years old,US
user576,70,gpt-4-1106-preview,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user576,94,command,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user576,67,timdettmers/guanaco-33b-merged,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user576,16,claude-instant-1,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user576,1,google/flan-t5-xxl,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user576,59,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user576,1,claude-2,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user576,86,gpt-3.5-turbo,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user576,77,gpt-4,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user576,97,command-light,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user576,75,command-nightly,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user576,1,google/flan-t5-xxl,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user576,74,gpt-4,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user576,89,claude-instant-1,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user592,17,tiiuae/falcon-7b-instruct,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user592,78,gpt-3.5-turbo,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user592,100,claude-instant-1,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user592,100,claude-2.1,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user592,23,command,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user592,59,claude-instant-1,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user592,25,mistralai/Mistral-7B-Instruct-v0.1,Male,"{'self_described': 'hispanic', 'categorised': 'Hispanic / Latino', 'simplified': 'Hispanic'}",25-34 years old,US
user605,22,meta-llama/Llama-2-70b-chat-hf,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user605,10,google/flan-t5-xxl,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user605,15,command-light,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user605,48,meta-llama/Llama-2-7b-chat-hf,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",25-34 years old,US
user619,14,meta-llama/Llama-2-7b-chat-hf,Male,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",35-44 years old,US
user619,98,claude-2.1,Male,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",35-44 years old,US
user619,1,command-light,Male,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",35-44 years old,US
user619,50,claude-instant-1,Male,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",35-44 years old,US
user621,100,command,Female,"{'self_described': 'american', 'categorised': 'White', 'simplified': 'White'}",35-44 years old,US
user621,100,timdettmers/guanaco-33b-merged,Female,"{'self_described': 'american', 'categorised': 'White', 'simplified': 'White'}",35-44 years old,US
user621,76,meta-llama/Llama-2-70b-chat-hf,Female,"{'self_described': 'american', 'categorised': 'White', 'simplified': 'White'}",35-44 years old,US
user621,84,meta-llama/Llama-2-7b-chat-hf,Female,"{'self_described': 'american', 'categorised': 'White', 'simplified': 'White'}",35-44 years old,US
user614,100,models/chat-bison-001,Male,"{'self_described': 'american', 'categorised': 'White', 'simplified': 'White'}",18-24 years old,US
user614,65,meta-llama/Llama-2-7b-chat-hf,Male,"{'self_described': 'american', 'categorised': 'White', 'simplified': 'White'}",18-24 years old,US
user614,1,luminous-extended-control,Male,"{'self_described': 'american', 'categorised': 'White', 'simplified': 'White'}",18-24 years old,US
user614,85,claude-2,Male,"{'self_described': 'american', 'categorised': 'White', 'simplified': 'White'}",18-24 years old,US
user606,9,luminous-supreme-control,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",18-24 years old,US
user606,82,gpt-4-1106-preview,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",18-24 years old,US
user606,52,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",18-24 years old,US
user606,63,meta-llama/Llama-2-7b-chat-hf,Female,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",18-24 years old,US
user619,77,gpt-4-1106-preview,Male,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",35-44 years old,US
user619,95,command-nightly,Male,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",35-44 years old,US
user619,34,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,Male,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",35-44 years old,US
user619,57,claude-instant-1,Male,"{'self_described': 'white', 'categorised': 'White', 'simplified': 'White'}",35-44 years old,US
user621,50,HuggingFaceH4/zephyr-7b-beta,Female,"{'self_described': 'american', 'categorised': 'White', 'simplified': 'White'}",35-44 years old,US
user621,100,gpt-4,Female,"{'self_described': 'american', 'categorised': 'White', 'simplified': 'White'}",35-44 years old,US
user621,93,command,Female,"{'self_described': 'american', 'categorised': 'White', 'simplified': 'White'}",35-44 years old,US
